"maxiter","width","height","lower_r","upper_r","lower_i","upper_i","nb_thread","loadbalance","try","thread","thread_start_time_sec","thread_start_time_nsec","thread_stop_time_sec","thread_stop_time_nsec","global_start_time_sec","global_start_time_nsec","global_stop_time_sec","global_stop_time_nsec"
256,500,375,-2,"0.6",-1,1,1,1,9,1,29703,682307813,29703,818096085,29703,682291260,29703,818131845
256,500,375,-2,"0.6",-1,1,1,1,10,1,29703,876856089,29704,12448592,29703,876837720,29704,12480790
256,500,375,-2,"0.6",-1,1,1,2,1,1,29704,84246042,29704,222804566,29704,84229908,29704,222840046
256,500,375,-2,"0.6",-1,1,1,2,2,1,29704,287767463,29704,425544095,29704,287764111,29704,425576922
256,500,375,-2,"0.6",-1,1,1,2,3,1,29704,482557606,29704,619208788,29704,482547898,29704,619224503
256,500,375,-2,"0.6",-1,1,1,2,4,1,29704,681479868,29704,818213256,29704,681460032,29704,818245663
256,500,375,-2,"0.6",-1,1,1,2,5,1,29704,883741462,29705,20487211,29704,883736712,29705,20519828
256,500,375,-2,"0.6",-1,1,1,2,6,1,29705,80568644,29705,217200759,29705,80564244,29705,217233376
256,500,375,-2,"0.6",-1,1,1,2,7,1,29705,274973114,29705,411656284,29705,274969133,29705,411689949
256,500,375,-2,"0.6",-1,1,1,2,8,1,29705,473779995,29705,612129689,29705,473772173,29705,612162794
256,500,375,-2,"0.6",-1,1,1,2,9,1,29705,670615000,29705,807419558,29705,670605432,29705,807451686
256,500,375,-2,"0.6",-1,1,1,2,10,1,29705,866749620,29706,3493414,29705,866740750,29706,3525053
256,500,375,-2,"0.6",-1,1,2,0,1,1,29706,72744040,29706,140303908,29706,72735101,29706,141671084
256,500,375,-2,"0.6",-1,1,2,0,1,2,29706,72748091,29706,141646081,29706,72735101,29706,141671084
256,500,375,-2,"0.6",-1,1,2,0,2,1,29706,207632247,29706,275061229,29706,207590760,29706,276572491
256,500,375,-2,"0.6",-1,1,2,0,2,2,29706,207630082,29706,276534357,29706,207590760,29706,276572491
256,500,375,-2,"0.6",-1,1,2,0,3,1,29706,370567851,29706,437939842,29706,370525387,29706,439576053
256,500,375,-2,"0.6",-1,1,2,0,3,2,29706,370561356,29706,439541271,29706,370525387,29706,439576053
256,500,375,-2,"0.6",-1,1,2,0,4,1,29706,510137073,29706,577528480,29706,510113396,29706,580287417
256,500,375,-2,"0.6",-1,1,2,0,4,2,29706,510134140,29706,580278616,29706,510113396,29706,580287417
256,500,375,-2,"0.6",-1,1,2,0,5,1,29706,647703129,29706,715108364,29706,647687693,29706,721298476
256,500,375,-2,"0.6",-1,1,2,0,5,2,29706,647697402,29706,721264184,29706,647687693,29706,721298476
256,500,375,-2,"0.6",-1,1,2,0,6,1,29706,802458655,29706,869857605,29706,802379873,29706,871390658
256,500,375,-2,"0.6",-1,1,2,0,6,2,29706,802470319,29706,871357623,29706,802379873,29706,871390658
256,500,375,-2,"0.6",-1,1,2,0,7,1,29706,953607980,29707,20960834,29706,953574106,29707,22474610
256,500,375,-2,"0.6",-1,1,2,0,7,2,29706,953641156,29707,22441086,29706,953574106,29707,22474610
256,500,375,-2,"0.6",-1,1,2,0,8,1,29707,125287575,29707,192614028,29707,125257403,29707,194151271
256,500,375,-2,"0.6",-1,1,2,0,8,2,29707,125320191,29707,194118375,29707,125257403,29707,194151271
256,500,375,-2,"0.6",-1,1,2,0,9,1,29707,258369433,29707,325727105,29707,258335000,29707,327267771
256,500,375,-2,"0.6",-1,1,2,0,9,2,29707,258372366,29707,327236412,29707,258335000,29707,327267771
256,500,375,-2,"0.6",-1,1,2,0,10,1,29707,387493499,29707,454912564,29707,387473454,29707,456388974
256,500,375,-2,"0.6",-1,1,2,0,10,2,29707,387511449,29707,456355031,29707,387473454,29707,456388974
256,500,375,-2,"0.6",-1,1,2,1,1,1,29707,523752933,29707,591130231,29707,523741478,29707,592024710
256,500,375,-2,"0.6",-1,1,2,1,1,2,29707,523746088,29707,592010462,29707,523741478,29707,592024710
256,500,375,-2,"0.6",-1,1,2,1,2,1,29707,652462831,29707,719847253,29707,652429096,29707,720761358
256,500,375,-2,"0.6",-1,1,2,1,2,2,29707,652493142,29707,720724131,29707,652429096,29707,720761358
256,500,375,-2,"0.6",-1,1,2,1,3,1,29707,791754985,29707,860034026,29707,791718946,29707,860070275
256,500,375,-2,"0.6",-1,1,2,1,3,2,29707,791759665,29707,859137033,29707,791718946,29707,860070275
256,500,375,-2,"0.6",-1,1,2,1,4,1,29707,929160332,29708,1445426,29707,929109696,29708,1539574
256,500,375,-2,"0.6",-1,1,2,1,4,2,29707,929143221,29708,1507865,29707,929109696,29708,1539574
256,500,375,-2,"0.6",-1,1,2,1,5,1,29708,67745885,29708,135137502,29708,67730939,29708,136084642
256,500,375,-2,"0.6",-1,1,2,1,5,2,29708,67742742,29708,136053143,29708,67730939,29708,136084642
256,500,375,-2,"0.6",-1,1,2,1,6,1,29708,205261375,29708,272622470,29708,205201310,29708,273673886
256,500,375,-2,"0.6",-1,1,2,1,6,2,29708,205243704,29708,273637078,29708,205201310,29708,273673886
256,500,375,-2,"0.6",-1,1,2,1,7,1,29708,341974089,29708,410227288,29708,341890627,29708,410258438
256,500,375,-2,"0.6",-1,1,2,1,7,2,29708,341950482,29708,409321914,29708,341890627,29708,410258438
256,500,375,-2,"0.6",-1,1,2,1,8,1,29708,477099831,29708,544951573,29708,477013086,29708,545920435
256,500,375,-2,"0.6",-1,1,2,1,8,2,29708,477111355,29708,545892567,29708,477013086,29708,545920435
256,500,375,-2,"0.6",-1,1,2,1,9,1,29708,613400053,29708,681746423,29708,613304019,29708,681784836
256,500,375,-2,"0.6",-1,1,2,1,9,2,29708,613383151,29708,680769320,29708,613304019,29708,681784836
256,500,375,-2,"0.6",-1,1,2,1,10,1,29708,746461237,29708,813865076,29708,746399636,29708,814911394
256,500,375,-2,"0.6",-1,1,2,1,10,2,29708,746480933,29708,814876891,29708,746399636,29708,814911394
256,500,375,-2,"0.6",-1,1,2,2,1,1,29708,885871287,29709,22505428,29708,885857807,29709,22542445
256,500,375,-2,"0.6",-1,1,2,2,1,2,29708,885867655,29708,885868773,29708,885857807,29709,22542445
256,500,375,-2,"0.6",-1,1,2,2,2,1,29709,89462900,29709,226046684,29709,89420156,29709,226081955
256,500,375,-2,"0.6",-1,1,2,2,2,2,29709,89490768,29709,89491396,29709,89420156,29709,226081955
256,500,375,-2,"0.6",-1,1,2,2,3,1,29709,293876006,29709,430471105,29709,293866787,29709,430505747
256,500,375,-2,"0.6",-1,1,2,2,3,2,29709,293871956,29709,293873073,29709,293866787,29709,430505747
256,500,375,-2,"0.6",-1,1,2,2,4,1,29709,499595735,29709,636212485,29709,499552293,29709,636244194
256,500,375,-2,"0.6",-1,1,2,2,4,2,29709,499598319,29709,499599437,29709,499552293,29709,636244194
256,500,375,-2,"0.6",-1,1,2,2,5,1,29709,703197545,29709,839695981,29709,703117575,29709,839731042
256,500,375,-2,"0.6",-1,1,2,2,5,2,29709,703208790,29709,703209349,29709,703117575,29709,839731042
256,500,375,-2,"0.6",-1,1,2,2,6,1,29709,904212372,29710,40706757,29709,904170466,29710,40745939
256,500,375,-2,"0.6",-1,1,2,2,6,2,29709,904230322,29709,904231020,29709,904170466,29710,40745939
256,500,375,-2,"0.6",-1,1,2,2,7,1,29710,103391237,29710,239964684,29710,103340810,29710,239997371
256,500,375,-2,"0.6",-1,1,2,2,7,2,29710,103415892,29710,103417079,29710,103340810,29710,239997371
256,500,375,-2,"0.6",-1,1,2,2,8,1,29710,306439542,29710,442905710,29710,306397636,29710,442938397
256,500,375,-2,"0.6",-1,1,2,2,8,2,29710,306443942,29710,306445129,29710,306397636,29710,442938397
256,500,375,-2,"0.6",-1,1,2,2,9,1,29710,585652368,29710,724806373,29710,585620100,29710,724837802
256,500,375,-2,"0.6",-1,1,2,2,9,2,29710,585683378,29710,585684566,29710,585620100,29710,724837802
256,500,375,-2,"0.6",-1,1,2,2,10,1,29710,879487866,29711,24581317,29710,879401191,29711,24617915
256,500,375,-2,"0.6",-1,1,2,2,10,2,29710,879457973,29710,879458602,29710,879401191,29711,24617915
256,500,375,-2,"0.6",-1,1,3,0,1,1,29711,173920731,29711,211450010,29711,173761559,29711,269626336
256,500,375,-2,"0.6",-1,1,3,0,1,2,29711,173857035,29711,269581497,29711,173761559,29711,269626336
256,500,375,-2,"0.6",-1,1,3,0,1,3,29711,173928833,29711,212034037,29711,173761559,29711,269626336
256,500,375,-2,"0.6",-1,1,3,0,2,1,29711,388046480,29711,415830081,29711,347944745,29711,427610564
256,500,375,-2,"0.6",-1,1,3,0,2,2,29711,347964161,29711,427575782,29711,347944745,29711,427610564
256,500,375,-2,"0.6",-1,1,3,0,2,3,29711,347960529,29711,376306995,29711,347944745,29711,427610564
256,500,375,-2,"0.6",-1,1,3,0,3,1,29712,845151894,29712,881798917,29712,845048736,29712,940116116
256,500,375,-2,"0.6",-1,1,3,0,3,2,29712,845145259,29712,940082382,29712,845048736,29712,940116116
256,500,375,-2,"0.6",-1,1,3,0,3,3,29712,845118020,29712,882354587,29712,845048736,29712,940116116
256,500,375,-2,"0.6",-1,1,3,0,4,1,29713,16937859,29713,44755055,29713,16768420,29713,96576370
256,500,375,-2,"0.6",-1,1,3,0,4,2,29713,16956088,29713,96539074,29713,16768420,29713,96576370
256,500,375,-2,"0.6",-1,1,3,0,4,3,29713,16915510,29713,45518089,29713,16768420,29713,96576370
256,500,375,-2,"0.6",-1,1,3,0,5,1,29713,169499968,29713,221102883,29713,169387800,29713,251591293
256,500,375,-2,"0.6",-1,1,3,0,5,2,29713,172031985,29713,251556581,29713,169387800,29713,251591293
256,500,375,-2,"0.6",-1,1,3,0,5,3,29713,169500806,29713,197815563,29713,169387800,29713,251591293
256,500,375,-2,"0.6",-1,1,3,0,6,1,29713,336034371,29713,363850100,29713,318324989,29713,398037532
256,500,375,-2,"0.6",-1,1,3,0,6,2,29713,318413410,29713,398005195,29713,318324989,29713,398037532
256,500,375,-2,"0.6",-1,1,3,0,6,3,29713,318396927,29713,346691429,29713,318324989,29713,398037532
256,500,375,-2,"0.6",-1,1,3,0,7,1,29713,483775429,29713,511601634,29713,483743511,29713,579615202
256,500,375,-2,"0.6",-1,1,3,0,7,2,29713,500029493,29713,579578604,29713,483743511,29713,579615202
256,500,375,-2,"0.6",-1,1,3,0,7,3,29713,483774451,29713,512399590,29713,483743511,29713,579615202
256,500,375,-2,"0.6",-1,1,3,0,8,1,29713,658721509,29713,689215995,29713,658632599,29713,738543916
256,500,375,-2,"0.6",-1,1,3,0,8,2,29713,658744138,29713,738508645,29713,658632599,29713,738543916
256,500,375,-2,"0.6",-1,1,3,0,8,3,29713,658722696,29713,687254804,29713,658632599,29713,738543916
256,500,375,-2,"0.6",-1,1,3,0,9,1,29713,806702128,29713,834531896,29713,806648140,29713,895958992
256,500,375,-2,"0.6",-1,1,3,0,9,2,29713,816034405,29713,895920439,29713,806648140,29713,895958992
256,500,375,-2,"0.6",-1,1,3,0,9,3,29713,806687461,29713,834999634,29713,806648140,29713,895958992
256,500,375,-2,"0.6",-1,1,3,0,10,1,29713,971350282,29713,999139610,29713,971281417,29714,51093557
256,500,375,-2,"0.6",-1,1,3,0,10,2,29713,971351330,29714,51057727,29713,971281417,29714,51093557
256,500,375,-2,"0.6",-1,1,3,0,10,3,29713,971370187,29713,999677820,29713,971281417,29714,51093557
256,500,375,-2,"0.6",-1,1,3,1,1,1,29714,129406448,29714,175813466,29714,129304477,29714,175822615
256,500,375,-2,"0.6",-1,1,3,1,1,2,29714,129439483,29714,175639417,29714,129304477,29714,175822615
256,500,375,-2,"0.6",-1,1,3,1,1,3,29714,129424537,29714,175492956,29714,129304477,29714,175822615
256,500,375,-2,"0.6",-1,1,3,1,2,1,29714,246361705,29714,292790653,29714,246339076,29714,292820895
256,500,375,-2,"0.6",-1,1,3,1,2,2,29714,248058889,29714,292500875,29714,246339076,29714,292820895
256,500,375,-2,"0.6",-1,1,3,1,2,3,29714,246365197,29714,292442905,29714,246339076,29714,292820895
256,500,375,-2,"0.6",-1,1,3,1,3,1,29714,368274625,29714,413498573,29714,368158755,29714,414089654
256,500,375,-2,"0.6",-1,1,3,1,3,2,29714,368309616,29714,413221646,29714,368158755,29714,414089654
256,500,375,-2,"0.6",-1,1,3,1,3,3,29714,368301933,29714,414055012,29714,368158755,29714,414089654
256,500,375,-2,"0.6",-1,1,3,1,4,1,29714,485549064,29714,531160850,29714,485489977,29714,531169860
256,500,375,-2,"0.6",-1,1,3,1,4,2,29714,485566595,29714,530477716,29714,485489977,29714,531169860
256,500,375,-2,"0.6",-1,1,3,1,4,3,29714,485546550,29714,530717627,29714,485489977,29714,531169860
256,500,375,-2,"0.6",-1,1,3,1,5,1,29714,605028446,29714,649946412,29714,604898259,29714,650704278
256,500,375,-2,"0.6",-1,1,3,1,5,2,29714,605000509,29714,650213980,29714,604898259,29714,650704278
256,500,375,-2,"0.6",-1,1,3,1,5,3,29714,605016223,29714,650672290,29714,604898259,29714,650704278
256,500,375,-2,"0.6",-1,1,3,1,6,1,29714,728038809,29714,766472275,29714,717534217,29714,766480306
256,500,375,-2,"0.6",-1,1,3,1,6,2,29714,717631439,29714,766411232,29714,717534217,29714,766480306
256,500,375,-2,"0.6",-1,1,3,1,6,3,29714,717622988,29714,766145828,29714,717534217,29714,766480306
256,500,375,-2,"0.6",-1,1,3,1,7,1,29714,844034493,29714,882591930,29714,834312562,29714,883115333
256,500,375,-2,"0.6",-1,1,3,1,7,2,29714,834405593,29714,882865575,29714,834312562,29714,883115333
256,500,375,-2,"0.6",-1,1,3,1,7,3,29714,834397281,29714,883108489,29714,834312562,29714,883115333
256,500,375,-2,"0.6",-1,1,3,1,8,1,29714,952165860,29714,998557512,29714,952067032,29714,999047182
256,500,375,-2,"0.6",-1,1,3,1,8,2,29714,952185276,29714,998467485,29714,952067032,29714,999047182
256,500,375,-2,"0.6",-1,1,3,1,8,3,29714,956034601,29714,999012051,29714,952067032,29714,999047182
256,500,375,-2,"0.6",-1,1,3,1,9,1,29715,69633694,29715,116111463,29715,69555400,29715,116140518
256,500,375,-2,"0.6",-1,1,3,1,9,2,29715,69635021,29715,115579260,29715,69555400,29715,116140518
256,500,375,-2,"0.6",-1,1,3,1,9,3,29715,72033289,29715,115312181,29715,69555400,29715,116140518
256,500,375,-2,"0.6",-1,1,3,1,10,1,29715,256828834,29715,256829392,29715,188315539,29715,256944773
256,500,375,-2,"0.6",-1,1,3,1,10,2,29715,188378677,29715,256823176,29715,188315539,29715,256944773
256,500,375,-2,"0.6",-1,1,3,1,10,3,29715,188405008,29715,255890982,29715,188315539,29715,256944773
256,500,375,-2,"0.6",-1,1,3,2,1,1,29715,334449092,29715,470967084,29715,334399573,29715,470998722
256,500,375,-2,"0.6",-1,1,3,2,1,2,29715,334440152,29715,334441269,29715,334399573,29715,470998722
256,500,375,-2,"0.6",-1,1,3,2,1,3,29715,334439593,29715,334440710,29715,334399573,29715,470998722
256,500,375,-2,"0.6",-1,1,3,2,2,1,29715,538230748,29715,674876482,29715,538153431,29715,674908750
256,500,375,-2,"0.6",-1,1,3,2,2,2,29715,538245694,29715,538246811,29715,538153431,29715,674908750
256,500,375,-2,"0.6",-1,1,3,2,2,3,29715,538228093,29715,538228652,29715,538153431,29715,674908750
256,500,375,-2,"0.6",-1,1,3,2,3,1,29715,745356764,29715,882159785,29715,745267295,29715,882197361
256,500,375,-2,"0.6",-1,1,3,2,3,2,29715,745387285,29715,745387914,29715,745267295,29715,882197361
256,500,375,-2,"0.6",-1,1,3,2,3,3,29715,756036242,29715,756037360,29715,745267295,29715,882197361
256,500,375,-2,"0.6",-1,1,3,2,4,1,29715,953019384,29716,89572507,29715,952986348,29716,89603797
256,500,375,-2,"0.6",-1,1,3,2,4,2,29715,953039359,29715,953040057,29715,952986348,29716,89603797
256,500,375,-2,"0.6",-1,1,3,2,4,3,29715,953043969,29715,953045086,29715,952986348,29716,89603797
256,500,375,-2,"0.6",-1,1,3,2,5,1,29716,166771612,29716,303542924,29716,166715738,29716,303577427
256,500,375,-2,"0.6",-1,1,3,2,5,2,29716,166767282,29716,166768469,29716,166715738,29716,303577427
256,500,375,-2,"0.6",-1,1,3,2,5,3,29716,166764069,29716,166765117,29716,166715738,29716,303577427
256,500,375,-2,"0.6",-1,1,3,2,6,1,29716,378072701,29716,514742881,29716,378016408,29716,514776755
256,500,375,-2,"0.6",-1,1,3,2,6,2,29716,378094143,29716,378095260,29716,378016408,29716,514776755
256,500,375,-2,"0.6",-1,1,3,2,6,3,29716,378089184,29716,378089813,29716,378016408,29716,514776755
256,500,375,-2,"0.6",-1,1,3,2,7,1,29716,590795584,29716,727640790,29716,590746903,29716,727678296
256,500,375,-2,"0.6",-1,1,3,2,7,2,29716,590800542,29716,590801101,29716,590746903,29716,727678296
256,500,375,-2,"0.6",-1,1,3,2,7,3,29716,590796701,29716,590797399,29716,590746903,29716,727678296
256,500,375,-2,"0.6",-1,1,3,2,8,1,29716,798253214,29716,935128174,29716,798205093,29716,935159952
256,500,375,-2,"0.6",-1,1,3,2,8,2,29716,798258103,29716,798258732,29716,798205093,29716,935159952
256,500,375,-2,"0.6",-1,1,3,2,8,3,29716,798254332,29716,798254960,29716,798205093,29716,935159952
256,500,375,-2,"0.6",-1,1,3,2,9,1,29717,10312519,29717,146889458,29717,10255038,29717,146923542
256,500,375,-2,"0.6",-1,1,3,2,9,2,29717,10319922,29717,10320551,29717,10255038,29717,146923542
256,500,375,-2,"0.6",-1,1,3,2,9,3,29717,10315522,29717,10316081,29717,10255038,29717,146923542
256,500,375,-2,"0.6",-1,1,3,2,10,1,29717,225141446,29717,361810648,29717,225017195,29717,361845011
256,500,375,-2,"0.6",-1,1,3,2,10,2,29717,225133693,29717,225134881,29717,225017195,29717,361845011
256,500,375,-2,"0.6",-1,1,3,2,10,3,29717,225130271,29717,225130830,29717,225017195,29717,361845011
256,500,375,-2,"0.6",-1,1,4,0,1,1,29717,440259244,29717,455230502,29717,440112643,29717,520834348
256,500,375,-2,"0.6",-1,1,4,0,1,2,29717,468032857,29717,520823941,29717,440112643,29717,520834348
256,500,375,-2,"0.6",-1,1,4,0,1,3,29717,440248907,29717,494575489,29717,440112643,29717,520834348
256,500,375,-2,"0.6",-1,1,4,0,1,4,29717,440229910,29717,457299530,29717,440112643,29717,520834348
256,500,375,-2,"0.6",-1,1,4,0,2,1,29717,602664391,29717,616665531,29717,602615710,29717,671031853
256,500,375,-2,"0.6",-1,1,4,0,2,2,29717,618192088,29717,670995954,29717,602615710,29717,671031853
256,500,375,-2,"0.6",-1,1,4,0,2,3,29717,602662784,29717,658139540,29717,602615710,29717,671031853
256,500,375,-2,"0.6",-1,1,4,0,2,4,29717,602662226,29717,618184755,29717,602615710,29717,671031853
256,500,375,-2,"0.6",-1,1,4,0,3,1,29717,750726726,29717,765667184,29717,750653182,29717,828465019
256,500,375,-2,"0.6",-1,1,4,0,3,2,29717,775457981,29717,828447000,29717,750653182,29717,828465019
256,500,375,-2,"0.6",-1,1,4,0,3,3,29717,750727285,29717,805001904,29717,750653182,29717,828465019
256,500,375,-2,"0.6",-1,1,4,0,3,4,29717,750725050,29717,766219223,29717,750653182,29717,828465019
256,500,375,-2,"0.6",-1,1,4,0,4,1,29717,906421292,29717,920417193,29717,906399221,29717,974681615
256,500,375,-2,"0.6",-1,1,4,0,4,2,29717,906421850,29717,959417644,29717,906399221,29717,974681615
256,500,375,-2,"0.6",-1,1,4,0,4,3,29717,920420336,29717,974643131,29717,906399221,29717,974681615
256,500,375,-2,"0.6",-1,1,4,0,4,4,29717,944039551,29717,959911364,29717,906399221,29717,974681615
256,500,375,-2,"0.6",-1,1,4,0,5,1,29718,51590103,29718,65583351,29718,51555950,29718,119824445
256,500,375,-2,"0.6",-1,1,4,0,5,2,29718,51590662,29718,104483368,29718,51555950,29718,119824445
256,500,375,-2,"0.6",-1,1,4,0,5,3,29718,65586913,29718,119789383,29718,51555950,29718,119824445
256,500,375,-2,"0.6",-1,1,4,0,5,4,29718,76038214,29718,91714677,29718,51555950,29718,119824445
256,500,375,-2,"0.6",-1,1,4,0,6,1,29718,194540632,29718,209484512,29718,194494745,29718,249007319
256,500,375,-2,"0.6",-1,1,4,0,6,2,29718,194538327,29718,247393318,29718,194494745,29718,249007319
256,500,375,-2,"0.6",-1,1,4,0,6,3,29718,194538886,29718,248975261,29718,194494745,29718,249007319
256,500,375,-2,"0.6",-1,1,4,0,6,4,29718,232038691,29718,247728913,29718,194494745,29718,249007319
256,500,375,-2,"0.6",-1,1,4,0,7,1,29718,324297197,29718,338225979,29718,324169105,29718,378559593
256,500,375,-2,"0.6",-1,1,4,0,7,2,29718,324274987,29718,378181882,29718,324169105,29718,378559593
256,500,375,-2,"0.6",-1,1,4,0,7,3,29718,324288955,29718,378536824,29718,324169105,29718,378559593
256,500,375,-2,"0.6",-1,1,4,0,7,4,29718,352040498,29718,367725971,29718,324169105,29718,378559593
256,500,375,-2,"0.6",-1,1,4,0,8,1,29718,454520661,29718,469446871,29718,454439085,29718,533007740
256,500,375,-2,"0.6",-1,1,4,0,8,2,29718,480077040,29718,532988464,29718,454439085,29718,533007740
256,500,375,-2,"0.6",-1,1,4,0,8,3,29718,454521430,29718,508803731,29718,454439085,29718,533007740
256,500,375,-2,"0.6",-1,1,4,0,8,4,29718,454519125,29718,470015253,29718,454439085,29718,533007740
256,500,375,-2,"0.6",-1,1,4,0,9,1,29718,608835828,29718,622940126,29718,608713044,29718,682141188
256,500,375,-2,"0.6",-1,1,4,0,9,2,29718,629015067,29718,682130851,29718,608713044,29718,682141188
256,500,375,-2,"0.6",-1,1,4,0,9,3,29718,608834571,29718,663106535,29718,608713044,29718,682141188
256,500,375,-2,"0.6",-1,1,4,0,9,4,29718,608816342,29718,624343131,29718,608713044,29718,682141188
256,500,375,-2,"0.6",-1,1,4,0,10,1,29718,760964700,29718,774895159,29718,760832558,29718,816659506
256,500,375,-2,"0.6",-1,1,4,0,10,2,29718,760939976,29718,813897426,29718,760832558,29718,816659506
256,500,375,-2,"0.6",-1,1,4,0,10,3,29718,760956459,29718,815192594,29718,760832558,29718,816659506
256,500,375,-2,"0.6",-1,1,4,0,10,4,29718,800036042,29718,816629613,29718,760832558,29718,816659506
256,500,375,-2,"0.6",-1,1,4,1,1,1,29718,941857420,29718,941858049,29718,896529266,29718,942369928
256,500,375,-2,"0.6",-1,1,4,1,1,2,29718,896641434,29718,941853718,29718,896529266,29718,942369928
256,500,375,-2,"0.6",-1,1,4,1,1,3,29718,896667835,29718,941572111,29718,896529266,29718,942369928
256,500,375,-2,"0.6",-1,1,4,1,1,4,29718,896659523,29718,942295754,29718,896529266,29718,942369928
256,500,375,-2,"0.6",-1,1,4,1,2,1,29719,22316515,29719,67192226,29719,22212938,29719,68046336
256,500,375,-2,"0.6",-1,1,4,1,2,2,29719,22303874,29719,67934936,29719,22212938,29719,68046336
256,500,375,-2,"0.6",-1,1,4,1,2,3,29719,67940664,29719,67941851,29719,22212938,29719,68046336
256,500,375,-2,"0.6",-1,1,4,1,2,4,29719,22302826,29719,67493808,29719,22212938,29719,68046336
256,500,375,-2,"0.6",-1,1,4,1,3,1,29719,140830667,29719,208250011,29719,140715566,29719,209243457
256,500,375,-2,"0.6",-1,1,4,1,3,2,29719,209115505,29719,209116134,29719,140715566,29719,209243457
256,500,375,-2,"0.6",-1,1,4,1,3,3,29719,140815651,29719,209107473,29719,140715566,29719,209243457
256,500,375,-2,"0.6",-1,1,4,1,3,4,29719,209111314,29719,209111943,29719,140715566,29719,209243457
256,500,375,-2,"0.6",-1,1,4,1,4,1,29719,279979504,29719,325453001,29719,279930893,29719,325909006
256,500,375,-2,"0.6",-1,1,4,1,4,2,29719,325456912,29719,325457541,29719,279930893,29719,325909006
256,500,375,-2,"0.6",-1,1,4,1,4,3,29719,279980482,29719,325895247,29719,279930893,29719,325909006
256,500,375,-2,"0.6",-1,1,4,1,4,4,29719,279977758,29719,325431140,29719,279930893,29719,325909006
256,500,375,-2,"0.6",-1,1,4,1,5,1,29719,398763599,29719,443680727,29719,398684118,29719,444478473
256,500,375,-2,"0.6",-1,1,4,1,5,2,29719,443685546,29719,443686245,29719,398684118,29719,444478473
256,500,375,-2,"0.6",-1,1,4,1,5,3,29719,398764577,29719,444418269,29719,398684118,29719,444478473
256,500,375,-2,"0.6",-1,1,4,1,5,4,29719,398762481,29719,443971902,29719,398684118,29719,444478473
256,500,375,-2,"0.6",-1,1,4,1,6,1,29719,519975016,29719,576786192,29719,519951130,29719,578692276
256,500,375,-2,"0.6",-1,1,4,1,6,2,29719,532015245,29719,578682079,29719,519951130,29719,578692276
256,500,375,-2,"0.6",-1,1,4,1,6,3,29719,519972642,29719,577657553,29719,519951130,29719,578692276
256,500,375,-2,"0.6",-1,1,4,1,6,4,29719,556036825,29719,576600968,29719,519951130,29719,578692276
256,500,375,-2,"0.6",-1,1,4,1,7,1,29719,655296808,29719,701154721,29719,655172487,29719,701835061
256,500,375,-2,"0.6",-1,1,4,1,7,2,29719,655272642,29719,701770945,29719,655172487,29719,701835061
256,500,375,-2,"0.6",-1,1,4,1,7,3,29719,655273201,29719,701318363,29719,655172487,29719,701835061
256,500,375,-2,"0.6",-1,1,4,1,7,4,29719,701775764,29719,701776393,29719,655172487,29719,701835061
256,500,375,-2,"0.6",-1,1,4,1,8,1,29719,778099388,29719,823202298,29719,778017811,29719,823783741
256,500,375,-2,"0.6",-1,1,4,1,8,2,29719,823757899,29719,823759016,29719,778017811,29719,823783741
256,500,375,-2,"0.6",-1,1,4,1,8,3,29719,778100016,29719,823752172,29719,778017811,29719,823783741
256,500,375,-2,"0.6",-1,1,4,1,8,4,29719,778097712,29719,823299589,29719,778017811,29719,823783741
256,500,375,-2,"0.6",-1,1,4,1,9,1,29719,905658064,29719,973159473,29719,905564195,29719,974194336
256,500,375,-2,"0.6",-1,1,4,1,9,2,29719,973167924,29719,973168553,29719,905564195,29719,974194336
256,500,375,-2,"0.6",-1,1,4,1,9,3,29719,973163594,29719,973164153,29719,905564195,29719,974194336
256,500,375,-2,"0.6",-1,1,4,1,9,4,29719,905673569,29719,974162488,29719,905564195,29719,974194336
256,500,375,-2,"0.6",-1,1,4,1,10,1,29720,55912700,29720,100046260,29720,55866604,29720,104897483
256,500,375,-2,"0.6",-1,1,4,1,10,2,29720,55913608,29720,99908739,29720,55866604,29720,104897483
256,500,375,-2,"0.6",-1,1,4,1,10,3,29720,76027474,29720,104880231,29720,55866604,29720,104897483
256,500,375,-2,"0.6",-1,1,4,1,10,4,29720,55911583,29720,99093462,29720,55866604,29720,104897483
256,500,375,-2,"0.6",-1,1,4,2,1,1,29720,196696072,29720,333266586,29720,196642363,29720,333299831
256,500,375,-2,"0.6",-1,1,4,2,1,2,29720,196676935,29720,196678053,29720,196642363,29720,333299831
256,500,375,-2,"0.6",-1,1,4,2,1,3,29720,196677494,29720,196678681,29720,196642363,29720,333299831
256,500,375,-2,"0.6",-1,1,4,2,1,4,29720,196680148,29720,196681335,29720,196642363,29720,333299831
256,500,375,-2,"0.6",-1,1,4,2,2,1,29720,518066880,29720,654638721,29720,518018758,29720,654671477
256,500,375,-2,"0.6",-1,1,4,2,2,2,29720,518077286,29720,518077915,29720,518018758,29720,654671477
256,500,375,-2,"0.6",-1,1,4,2,2,3,29720,518064435,29720,518064994,29720,518018758,29720,654671477
256,500,375,-2,"0.6",-1,1,4,2,2,4,29720,518073235,29720,518073794,29720,518018758,29720,654671477
256,500,375,-2,"0.6",-1,1,4,2,3,1,29720,771174082,29720,907962296,29720,771070505,29720,907999941
256,500,375,-2,"0.6",-1,1,4,2,3,2,29720,771158996,29720,771159624,29720,771070505,29720,907999941
